0.1	9.51351
0.2	4.59084
0.3	2.99157
0.4	2.21816
0.5	1.77245
0.6	1.48919
0.7	1.29806
0.8	1.16423
0.9	1.06863
1	1
1.1	0.951351
1.2	0.918169
1.3	0.897471
1.4	0.887264
1.5	0.886227
1.6	0.893515
1.7	0.908639
1.8	0.931384
1.9	0.961766
2	1
2.1	1.04649
2.2	1.1018
2.3	1.16671
2.4	1.24217
2.5	1.32934
2.6	1.42962
2.7	1.54469
2.8	1.67649
2.9	1.82736
3	2
3.1	2.19762
3.2	2.42397
3.3	2.68344
3.4	2.98121
3.5	3.32335
3.6	3.71702
3.7	4.17065
3.8	4.69417
3.9	5.29933
4	6
4.1	6.81262
4.2	7.75669
4.3	8.85534
4.4	10.1361
4.5	11.6317
4.6	13.3813
4.7	15.4314
4.8	17.8379
4.9	20.6674
5	24
